"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"FrDirectivesAnticipees","FrDirectivesAnticipees","","","",0,*,"","","","null {[]} {[]}
","Directives-anticipées","Section Directives anticipées","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"FrDirectivesAnticipees.codeSection","FrDirectivesAnticipees.codeSection","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code de la section","Code de la section","","","","","","","","","",,,,,"",,,,"Section.codeSection",1,1,"",""
"FrDirectivesAnticipees.titreSection","FrDirectivesAnticipees.titreSection","","","",1,1,"","","","string {[]} {[]}
","Titre de la section","Titre de la section","","","","","","","","","",,,,,"",,,,"Section.titreSection",0,1,"",""
"FrDirectivesAnticipees.blocNarratif","FrDirectivesAnticipees.blocNarratif","","","",1,1,"","","","Narrative {[]} {[]}
","Bloc narratif","Bloc narratif","","","","","","","","","",,,,,"",,,,"Section.blocNarratif",1,1,"",""
"FrDirectivesAnticipees.sousSection","FrDirectivesAnticipees.sousSection","","","",0,0,"","","","Base {[]} {[]}
","Sous-sections","Sous-sections","","","","","","","","","",,,,,"",,,,"Section.sousSection",0,*,"",""
"FrDirectivesAnticipees.entree","FrDirectivesAnticipees.entree","","","",0,*,"","","","Base {[]} {[]}
","Entrées","Entrées","","","","","","","","","",,,,,"",,,,"Section.entree",0,*,"",""
"FrDirectivesAnticipees.entree.directiveAnticipee","FrDirectivesAnticipees.entree.directiveAnticipee","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/FrDirectiveAnticipee {[]} {[]}
","Entrée Directive anticipée","Entrée Directive anticipée","","","","","","","","","",,,,,"",,,,"FrDirectivesAnticipees.entree.directiveAnticipee",0,*,"",""
