"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ReferencesExternes","ReferencesExternes","","","",0,*,"","","","null {[]} {[]}
","Références externes","Modèle logique métier de l'entrée Références externes","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ReferencesExternes.codeReferenceExterne","ReferencesExternes.codeReferenceExterne","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code de l'entrée.","Code de l'entrée.","","","","","","","","","",,,,,"",,,,"ReferencesExternes.codeReferenceExterne",1,1,"",""
"ReferencesExternes.blocNarratif","ReferencesExternes.blocNarratif","","","",1,1,"","","","Narrative {[]} {[]}
","Partie narrative de l’entrée.","Partie narrative de l’entrée.","","","","","","","","","",,,,,"",,,,"ReferencesExternes.blocNarratif",1,1,"",""
"ReferencesExternes.reference","ReferencesExternes.reference","","","",1,*,"","","","Base {[]} {[]}
","Document référencé","Document référencé","","","","","","","","","",,,,,"",,,,"ReferencesExternes.reference",1,*,"",""
"ReferencesExternes.reference.externalDocument","ReferencesExternes.reference.externalDocument","","","",1,1,"","","","Base {[]} {[]}
","Document référencé","Document référencé","","","","","","","","","",,,,,"",,,,"ReferencesExternes.reference.externalDocument",1,1,"",""
"ReferencesExternes.reference.externalDocument.identifiant","ReferencesExternes.reference.externalDocument.identifiant","","","",1,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/StructureDefinition/elementdefinition-identifier]]} {[]}
","Identifiant du document","Identifiant du document","","","","","","","","","",,,,,"",,,,"ReferencesExternes.reference.externalDocument.identifiant",1,1,"",""
"ReferencesExternes.reference.externalDocument.text","ReferencesExternes.reference.externalDocument.text","","","",0,1,"","","","Base {[]} {[]}
","Référence externe du document","Référence externe du document","","","","","","","","","",,,,,"",,,,"ReferencesExternes.reference.externalDocument.text",0,1,"",""
"ReferencesExternes.reference.externalDocument.text.reference","ReferencesExternes.reference.externalDocument.text.reference","","","",0,1,"","","","uri {[]} {[]}
","Cet élément contient l’URL du document","Cet élément contient l’URL du document","","","","","","","","","",,,,,"",,,,"ReferencesExternes.reference.externalDocument.text.reference",0,1,"",""
