URL,Version,Status,OIDs,Name,Title,Description,Used
https://interop.esante.gouv.fr/ig/document/core/CodeSystem/fr-cs-operator-function-media,0.1.0,draft,,FrCSOperatorFunctionMedia,Rôles du participant,performer, author pour les médias (Image illustrative),"CodeSystem local pour distinguer auteur, performer et participant d'un média.",
